Numero,Ano,Data,Situacao,Autores,Ementa,Titulo
019,2026,11/02/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades do retorno imediato das aulas de Skate. Solicitamos ainda que, neste retorno, seja planejado um aumento na quantidade de dias da semana e a disponibilização de mais horários para as aulas, visando atender à...",Indicação nº 019/2026
018,2026,11/02/2026,Encaminhado,"Reinaldo Codognato (Autor), Anderson Marcos Viana (Autor), Bruno Herreira (Autor), Edvaldo Aparecido Carvalho (Autor), Elizeu Adriano (Autor), Renato Vieira de Brito (Autor), Samir Edson Tino (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de destinar recursos anuais para a substituição preventiva dos encanamentos da rede de água do município. Grande parte da infraestrutura atual é antiga e necessita de renovação para evitar problemas futuros, como...",Indicação nº 018/2026
017,2026,05/02/2026,Encaminhado,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de executar serviços de limpeza geral e manutenção nas dependências do Cemitério Municipal. Solicitamos, ainda, que seja elaborado um projeto e viabilizada a construção de banheiros públicos (feminino e masculino)...",Indicação nº 017/2026
016,2026,05/02/2026,Encaminhado,Edvaldo Aparecido Carvalho (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar uma lombada na Rua Alameda Horto dos Seringais, especificamente nas imediações do número 635. A presente solicitação atende aos apelos dos moradores da referida via, que relatam a constante insegurança...",Indicação nº 016/2026
015,2026,04/02/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de ampliar o número de câmeras de segurança instaladas no município, bem como a substituição e modernização dos equipamentos de gravação (DVRs) atualmente em uso. Esta indicação atende a uma solicitação expressa da...",Indicação nº 015/2026
014,2026,04/02/2026,Encaminhado,"Reinaldo Codognato (Autor), Edvaldo Aparecido Carvalho (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar reparos urgentes ou a substituição total dos bancos e mesas de concreto e azulejo que se encontram danificados na praça do Cristo Redentor. Solicitamos, extensivamente, que seja realizado um...",Indicação nº 014/2026
013,2026,04/02/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a impermeabilização das estradas rurais do nosso município. A utilização de asfalto ecológico, que impermeabiliza as vias, garante estradas sem barro e poeira, reduzindo significativamente a necessidade...",Indicação nº 013/2026
012,2026,03/02/2026,Encaminhado,"Anderson Marcos Viana (Autor), Edvaldo Aparecido Carvalho (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar um levantamento sobre o estado de conservação do mobiliário escolar (carteiras e cadeiras) em todas as unidades de ensino da rede municipal. Solicitamos ainda que, após esse diagnóstico, seja elaborado...",Indicação nº 012/2026
011,2026,03/02/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de transferir o circuito utilizado para aulas e exames práticos de direção (Detran/Autoescolas). A proposta é que as atividades, atualmente realizadas nas ruas adjacentes ao Lar Santo Antônio, sejam...",Indicação nº 011/2026
010,2026,29/01/2026,Encaminhado,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a contratação específica de uma profissional médica ginecologista do sexo feminino para atuar no atendimento clínico do Complexo da Saúde.",Indicação nº 010/2026
009,2026,27/01/2026,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realização de um mutirão emergencial de limpeza e desobstrução das bocas de lobo (bueiros) e galerias de águas pluviais em todos os bairros da cidade.",Indicação nº 009/2026
008,2026,26/01/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de providenciar a instalação de grades de proteção (podendo ser em estrutura metálica ou de concreto vazado) sobre as canaletas de escoamento de água pluvial situadas no entorno da quadra poliesportiva da Escola...",Indicação nº 008/2026
007,2026,26/01/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implementar uma cobertura na área externa da Escola Municipal Shigueko, especificamente na entrada localizada na Rua Washington Luís, onde ocorre o ponto de parada do transporte escolar. A solicitação se faz...",Indicação nº 007/2026
006,2026,26/01/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a aplicação de película de proteção solar (insulfilm) nas janelas e vidros das salas de aula da Escola Municipal Shigueko e, extensivamente, nas demais unidades escolares da rede municipal. Esta medida...",Indicação nº 006/2025
005,2026,23/01/2026,Encaminhado,Edvaldo Aparecido Carvalho (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realização dos estudos e trâmites necessários para a inscrição do município no programa ""Turismo 60 "", do Governo do Estado de São Paulo. Solicitamos ainda que a Prefeitura disponibilize o transporte necessário...",Indicação nº 005/2026
004,2026,22/01/2026,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implementar melhoria na quadra de basquete da modalidade 3x3, situada no complexo da Pista de Skate, compreendendo especificamente a instalação de alambrado em todo o perímetro para segurança, a construção de...",Indicação nº 004/2026
003,2026,22/01/2026,Encaminhado,"Reinaldo Codognato (Autor), Bruno Herreira (Autor), Elizeu Adriano (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de proceder com os trâmites necessários para a aquisição de um veículo apropriado para realizar o transporte e atendimento de pacientes residentes na Zona Rural do município. Sugere-se que, para tal aquisição,...",Indicação nº 003/2026
002,2026,09/01/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de revitalizar o espaço utilizado para a prática de bocha e jogos de cartas, situado entre o Ginásio de Esportes e a atual Academia de Judô. O referido local é um importante ponto de encontro e lazer para a...",Indicação nº 002/2026
001,2026,09/01/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de executar serviços de roçagem periódica das margens e a repintura (revitalização) das faixas de sinalização de solo em toda a extensão da Vicinal José Siniciato (JQL 050), que liga Junqueirópolis à antiga Usina...",Indicação nº 001/2026
299,2025,16/12/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instalar bancos de assento na área do estacionamento da Escola Municipal Prof. Jair Luiz da Silva. A medida tem por objetivo proporcionar um ambiente mais acolhedor e adequado para os professores e funcionários...",Indicação nº 299/2025
298,2025,11/12/2025,Encaminhado,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar a aquisição de uma mesa oficial de tênis de mesa. A solicitação se justifica pelo notável crescimento da prática desta modalidade no município, sendo necessário oferecer estrutura adequada e de...",Indicação nº 298/2025
297,2025,11/12/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instalar plaquetas com QR Code em todos os postes de iluminação pública do município. A proposta consiste em vincular este código diretamente a um número de WhatsApp oficial da Prefeitura, destinado...",Indicação nº 297/2025
296,2025,25/11/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de resgatar a realização da tradicional festa de ""Virada do Ano"" (Réveillon) no município. O evento, que historicamente serviu como uma ferramenta de marketing para a cidade e promovia a confraternização de toda a...",Indicação nº 296/2025
295,2025,24/11/2025,Encaminhado,"Bruno Herreira (Autor), Anderson Marcos Viana (Autor), Adriano de Marcos Lopes (Autor), Edvaldo Aparecido Carvalho (Autor), Elizeu Adriano (Autor), Reinaldo Codognato (Autor), Renato Vieira de Brito (Autor), Samir Edson Tino (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de conceder reajuste anual de 10,00% (dez por cento) nos salários de todos os servidores públicos municipais do Poder Executivo de Junqueirópolis, a contar de 1º de janeiro de 2026, com exceção dos agentes...",Indicação nº 295/2025
294,2025,24/11/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar melhorias na iluminação pública no entorno da Escola Municipal Professora Neyde Macedo Brandão Fernandes, com destaque para o trecho que faz divisa com a Rua Quinzinho da Cunha. Essa melhoria é...",Indicação nº 294/2025
293,2025,18/11/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Reinaldo Codognato (Autor), Samir Edson Tino (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instalar um redutor de velocidade (lombada) na Rua Quinzinho da Cunha, especificamente no trecho compreendido entre a Rua Belo Horizonte e a Rua São Salvador. A solicitação visa atender aos anseios dos...",Indicação nº 293/2025
292,2025,18/11/2025,Encaminhado,Samir Edson Tino (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar um projeto de revitalização no Bairro Vila São João. A solicitação contempla a reforma do prédio da escola local, a revitalização das áreas adjacentes ao campo de futebol e, também, a reforma da...",Indicação nº 292/2025
291,2025,18/11/2025,Encaminhado,Samir Edson Tino (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar melhorias estruturais importantes no Cemitério Municipal. O pedido contempla a construção de um ossário, medida necessária para a otimização do espaço físico e a correta destinação dos restos mortais...",Indicação nº 291/2025
290,2025,18/11/2025,Encaminhado,"Bruno Herreira (Autor), Renato Vieira de Brito (Autor), Samir Edson Tino (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de implementar a instalação de um ponto de ônibus no Bairro Fuentes. A medida é necessária para oferecer abrigo, conforto e segurança aos usuários do transporte coletivo que residem no bairro.",Indicação nº 290/2025
289,2025,13/11/2025,Encaminhado,Edvaldo Aparecido Carvalho (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar a manutenção e o reparo das guias e sarjetas na Rua dos Ipês, localizada no Bairro Colina Verde. A medida atende a pedidos de moradores, pois as estruturas encontram-se danificadas, prejudicando o...",Indicação nº 289/2025
288,2025,13/11/2025,Encaminhado,Edvaldo Aparecido Carvalho (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar, com urgência, a manutenção e desobstrução da canaleta de drenagem localizada na esquina da Rua Lucas Rodrigues (próximo ao n.º 764) com a Rua Luis Chignolli (próximo ao n.º 400). A medida atende a...",Indicação nº 288/2025
287,2025,13/11/2025,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de solucionar um problema crônico no sistema de esgoto localizado na Avenida Bandeirantes, no quarteirão entre as Ruas Independência e Tiradentes. Segundo relatos, há um retorno frequente de esgoto em uma residência...",Indicação nº 287/2025
286,2025,12/11/2025,Encaminhado,"Reinaldo Codognato (Autor), Anderson Marcos Viana (Autor), Bruno Herreira (Autor), Edvaldo Aparecido Carvalho (Autor), Elizeu Adriano (Autor), Renato Vieira de Brito (Autor), Samir Edson Tino (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de que sejam tomadas providências efetivas quanto aos cuidados e à manutenção de todos os complexos esportivos do município. Solicitamos atenção especial ao complexo do Bairro Vila Beatriz (Joaquina Porto Clemente) e...",Indicação nº 286/2025
285,2025,11/11/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de agilizar o processo de aquisição de um terreno para a construção de 20 (vinte) casas populares. Esta medida é um passo fundamental para o avanço do projeto. Sugerimos, ainda, que na escolha do terreno seja...",Indicação nº 285/2025
284,2025,11/11/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de conceder apoio estrutural imediato à Cooperativa de Trabalho de Catadores de Materiais Recicláveis de Junqueirópolis (COOPERJUNQ), através do fornecimento de caminhões de pedra brita. A medida é urgente, pois o...",Indicação nº 284/2025
283,2025,11/11/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de implementar o conceito de ""Praça Sensorial"" no município. A sugestão é que, por ocasião da necessidade de reforma de alguma das praças já existentes, o projeto de revitalização contemple a adaptação do espaço...",Indicação nº 283/2025
282,2025,11/11/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Anderson Marcos Viana (Autor), Bruno Herreira (Autor), Edvaldo Aparecido Carvalho (Autor), Elizeu Adriano (Autor), Reinaldo Codognato (Autor), Renato Vieira de Brito (Autor), Samir Edson Tino (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instalar redutores de velocidade (lombadas) na Avenida Edwirges Anna Aparecida Trevisan, nas proximidades do número 426. A medida atende a pedidos de moradores e frequentadores daquela localidade, pois, segundo...",Indicação nº 282/2025
281,2025,10/11/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Anderson Marcos Viana (Autor), Bruno Herreira (Autor), Edvaldo Aparecido Carvalho (Autor), Elizeu Adriano (Autor), Reinaldo Codognato (Autor), Renato Vieira de Brito (Autor), Samir Edson Tino (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de buscar uma solução para a notória demanda de atendimento especializado em neuropediatria, voltado a crianças e adolescentes do município. Conforme relatado, há uma carência significativa no que tange aos...",Indicação nº 281/2025
280,2025,05/11/2025,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de garantir a plena adequação do município à nova Lei Federal Nº 15.250, de 3 de novembro de 2025, que dispõe sobre o exercício da atividade de condutor de ambulância. A medida visa assegurar que a administração...",Indicação nº 280/2025
279,2025,05/11/2025,Encaminhado,"Reinaldo Codognato (Autor), Anderson Marcos Viana (Autor), Edvaldo Aparecido Carvalho (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de reavaliar o projeto de construção de novos banheiros públicos no Bairro Cristo Redentor. Como alternativa, sugerimos que a administração considere otimizar os recursos públicos através da adaptação dos banheiros...",Indicação nº 279/2025
278,2025,05/11/2025,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de rever e ampliar os horários das aulas de skate. A solicitação atende a pedidos para que a frequência das aulas seja aumentada, diminuindo o atual intervalo de 15 dias entre elas, com a sugestão de que passem a...",Indicação nº 278/2025
277,2025,05/11/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instituir um programa de gratificação por desempenho para os servidores municipais. A proposta, a ser coordenada pelo setor competente, com base em metas de produtividade e na avaliação de merecimento dos...",Indicação nº 277/2025
276,2025,03/11/2025,Encaminhado,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar a construção de um muro de fechamento nos fundos do Cemitério Municipal. A obra é necessária para garantir a segurança do local, delimitar adequadamente a área e preservar o patrimônio...",Indicação nº 276/2025
275,2025,30/10/2025,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instituir um Programa de Incentivo ao Comércio Local. A medida visa fortalecer os pequenos negócios e microempresas do município, estimulando a economia local através da criação de uma plataforma digital para dar...",Indicação nº 275/2025
274,2025,30/10/2025,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de concluir a instalação de um redutor de velocidade (lombada) na Rua Lucélia, esquina com a Rua São Salvador. A solicitação atende a um pedido insistente dos moradores, pois o local possui intenso tráfego de...",Indicação nº 274/2025
273,2025,28/10/2025,Encaminhado,Edvaldo Aparecido Carvalho (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instalar um redutor de velocidade (lombada) no final da Rua General Osório, próximo ao encontro com a Avenida da Saudade, exatamente no término da pavimentação asfáltica, antes do início da estrada de terra que...",Indicação nº 273/2025
272,2025,23/10/2025,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de implementar a instalação de uma grade de proteção nas laterais do palco localizado na Praça Central Álvaro de Oliveira Junqueira. A medida visa aumentar a segurança no local, pois o palco é frequentemente...",Indicação nº 272/2025
271,2025,23/10/2025,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar a pintura dos prédios das Estratégias de Saúde da Família (ESF) 2 e 7. A medida visa zelar pelo patrimônio público e proporcionar um ambiente mais adequado e acolhedor para os pacientes e profissionais da...",Indicação nº 271/2025
270,2025,22/10/2025,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar a instalação de câmeras de monitoramento em todas as unidades da rede municipal de ensino. A medida visa atender as Escolas Municipais de Ensino Fundamental e as Escolas de Educação Infantil que ainda não...",Indicação nº 270/2025
269,2025,22/10/2025,Encaminhado,Adriano de Marcos Lopes (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar o conserto ou a reconstrução da ponte localizada no Bairro Taquaruçu, na estrada conhecida como ""do Sérgio Rocato"". A intervenção é solicitada com urgência, pois, segundo relatos, a estrutura encontra-se...",Indicação nº 269/2025
268,2025,22/10/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Anderson Marcos Viana (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de melhorar a iluminação pública nas proximidades da árvore de grande porte localizada na entrada do Estádio Municipal Raphael Capelli. A solicitação se justifica pois, durante os jogos e eventos noturnos, o local...",Indicação nº 268/2025
267,2025,21/10/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instalar novas lixeiras de grande capacidade nas principais vias comerciais do município. Sugere-se a utilização de modelos similares aos implantados pela empresa M.C.O. na Praça Central Álvaro de Oliveira...",Indicação nº 267/2025
266,2025,21/10/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de utilizar o Índice Nacional de Preços ao Consumidor (INPC) como teto para o reajuste anual do Imposto Predial e Territorial Urbano (IPTU) e da tarifa de água. A proposta é que o aumento aplicado seja igual ou...",Indicação nº 266/2025
265,2025,16/10/2025,Encaminhado,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor), Anderson Marcos Viana (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de providenciar a instalação de uma foto da Professora Shigueko Oto Iwaki na entrada da escola municipal que leva seu nome. A medida visa prestar a devida homenagem à educadora, corrigindo o fato de esta ser,...",Indicação nº 265/2025
264,2025,16/10/2025,Encaminhado,"Samir Edson Tino (Autor), Bruno Herreira (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instalar um redutor de velocidade (lombada) na Rua General Osório, especificamente no cruzamento com a Rua Porto Alegre. A medida visa garantir a segurança de pedestres e moradores, pois, segundo relatos, os...",Indicação nº 264/2025
263,2025,16/10/2025,Encaminhado,"Samir Edson Tino (Autor), Bruno Herreira (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar um projeto de infraestrutura abrangente na Rua Santa Fé. A intervenção é necessária para solucionar questões críticas de saneamento básico, incluindo a adequação da rede para receber corretamente o...",Indicação nº 263/2025
262,2025,16/10/2025,Encaminhado,"Samir Edson Tino (Autor), Bruno Herreira (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar a manutenção da ponte de madeira localizada na Rua 5, no Bairro Taquaruçu, próximo à Chácara do Sr. Olivier. A solicitação atende a pedidos de usuários da via, pois, conforme relatado, as madeiras que...",Indicação nº 262/2025
261,2025,16/10/2025,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar a instalação de iluminação pública nas áreas verdes dos Bairros Campo Belo e Jardim Catuna. Conforme relatado, a área verde do Campo Belo, por exemplo, possui iluminação restrita apenas ao redor do...",Indicação nº 261/2025
260,2025,13/10/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar um projeto de melhorias na infraestrutura e iluminação da Rua Fayez Zogheib. O projeto deve contemplar a construção de uma canaleta em esquina crítica da via, para solucionar o problema de água empoçada...",Indicação nº 260/2025
259,2025,07/10/2025,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de instalação de redutor de velocidade na Rua Manaus. A solicitação atende a pedidos de moradores preocupados com o tráfego de veículos em alta velocidade na via, o que gera risco à segurança de pedestres e...",Indicação nº 259/2025
258,2025,07/10/2025,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de modernizar o sistema de identificação do transporte escolar através da criação de uma ""carteirinha de estudante digital"". Considerando o avanço tecnológico, a medida visa facilitar a vida dos estudantes que...",Indicação nº 258/2025
257,2025,07/10/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar um projeto de melhoria e segurança na Rua Chile, via principal de acesso ao Bairro Residencial das Américas. O projeto deve contemplar a construção de uma calçada na entrada do bairro, visto que a sua...",Indicação nº 257/2025
256,2025,07/10/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar o repasse integral do incentivo financeiro adicional aos Agentes Comunitários de Saúde. A medida atende a uma antiga e justa reivindicação da categoria, que argumenta que o recurso já lhes pertence por...",Indicação nº 256/2025
255,2025,01/10/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, em conjunto com a Comissão Organizadora da Aceruva, a possibilidade de realizar a revisão das regras sobre a entrada de bebidas no recinto do evento. A presente indicação é motivada pela preocupação com práticas que possam ser...",Indicação nº 255/2025
254,2025,01/10/2025,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de flexibilizar o horário de trabalho dos servidores municipais que exercem suas funções ao ar livre e expostos ao sol. A solicitação se faz urgente em razão das altas temperaturas registradas, que colocam em risco a...",Indicação nº 254/2025
253,2025,01/10/2025,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de construir um poço artesiano para atender aos bairros localizados na região conhecida como ""após a linha"", sobretudo nas proximidades da Cooperativa Agrícola de Junqueirópolis (COOPAJ). A medida visa solucionar...",Indicação nº 253/2025
252,2025,01/10/2025,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar um serviço de limpeza e desobstrução de todas as bocas de lobo do Bairro Jardim Alvorada, estendendo o serviço aos demais bairros do município conforme a necessidade. A medida atende a reclamações de...",Indicação nº 252/2025
251,2025,30/09/2025,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, a possibilidade de realizar a construção de canaletas para o correto escoamento de água em dois pontos distintos do município: o primeiro, na esquina da Avenida Junqueira com a Rua Professora Célia de Marcos, onde o constante...",Indicação nº 251/2025
250,2025,30/09/2025,Encaminhado,Edvaldo Aparecido Carvalho (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar um redutor de velocidade (lombada) na Rua Sebastiana de Oliveira, no trecho compreendido entre as ruas São Salvador e Belo Horizonte. A medida atende a uma reivindicação dos moradores locais, que...",Indicação nº 250/2025
249,2025,29/09/2025,Encaminhado,"Adriano de Marcos Lopes (Autor), Anderson Marcos Viana (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar redutores de velocidade, como lombadas ou lombofaixas, em dois pontos estratégicos do município. O primeiro ponto é nas proximidades do Complexo Esportivo Joaquina Porto Clemente, local de grande...",Indicação nº 249/2025
